Gain(%),Length_name_ref(L),rrs
11.1111111111111,1,A
15.0684931506849,1,A
19.4444444444444,1,A
16.1764705882353,1,A
7.27272727272727,3,A
11.1111111111111,1,A
28.4313725490196,1,A
10.9090909090909,1,A
15.2777777777778,1,A
14.8148148148148,1,A
11.1111111111111,1,A
12.7272727272727,1,A
12.7272727272727,1,A
11.3207547169811,1,A
10.3448275862069,1,A
15.4929577464789,1,A
14.5454545454545,1,A
12.7272727272727,1,A
15.0684931506849,1,A
18.1818181818182,1,A
10.9090909090909,1,A
24.0384615384615,1,A
15.0684931506849,1,A
10,1,A
14.6666666666667,1,A
21.7391304347826,1,A
15.2777777777778,1,A
20.3883495145631,1,A
21.8390804597701,1,A
22.093023255814,1,A
10,1,A
18.6046511627907,1,A
10.3448275862069,1,A
10,1,A
12.5,1,A
11.1111111111111,1,A
20.5882352941176,1,A
20.3883495145631,1,A
19.047619047619,1,A
11.7647058823529,1,A
15.4929577464789,1,A
10.7142857142857,1,A
14.2857142857143,1,A
10.3448275862069,1,A
12.962962962963,1,A
10.1694915254237,1,A
13.5593220338983,1,A
18.5714285714286,1,A
18.0555555555556,1,A
13.4615384615385,1,A
15.2777777777778,1,A
15.0943396226415,1,A
24.2718446601942,1,A
15.4929577464789,1,A
21.5909090909091,1,A
15.4929577464789,1,A
11.4754098360656,1,A
14.8648648648649,1,A
10.5263157894737,1,A
10.3448275862069,1,A
9.09090909090909,1,A
2.89855072463768,4,A
10.5263157894737,1,A
13.7931034482759,1,A
15.7142857142857,1,A
11.1111111111111,1,A
20,1,A
14.5454545454545,1,A
11.5384615384615,1,A
20.8791208791209,1,A
23.1481481481481,1,A
12.7272727272727,1,A
23.8095238095238,1,A
11.1111111111111,1,A
11.1111111111111,1,A
14.1025641025641,1,A
10,1,A
15.2777777777778,1,A
10.5263157894737,1,A
10.7142857142857,1,A
21.1111111111111,1,A
15.7142857142857,1,A
24.0384615384615,1,A
12.0689655172414,1,A
10.3448275862069,1,A
10.3448275862069,1,A
24.2718446601942,1,A
23.3644859813084,1,A
22.463768115942,1,A
14.8648648648649,1,A
11.1111111111111,1,A
16.4179104477612,1,A
15.9420289855072,1,A
10.7142857142857,1,A
19.6261682242991,1,A
23.3082706766917,1,A
19.1176470588235,1,A
10.1694915254237,1,A
24.5098039215686,1,A
10.1694915254237,1,A
12.962962962963,1,A
13.3333333333333,1,A
28.1553398058252,1,A
12.7272727272727,1,A
10.9090909090909,1,A
14.8648648648649,1,A
22.3214285714286,1,A
10.3448275862069,1,A
12.962962962963,1,A
12,1,A
24,1,A
13.4615384615385,1,A
24.4444444444444,1,A
19.1176470588235,1,A
10.9090909090909,1,A
21.1111111111111,1,A
10.5263157894737,1,A
25.5102040816327,1,A
27.6119402985075,1,A
10.5263157894737,1,A
12.5,1,A
14.2857142857143,2,A
25,1,A
22.6277372262774,1,A
21.2121212121212,1,A
14.4736842105263,1,A
23.3644859813084,1,A
11.3207547169811,1,A
10,1,A
20.8791208791209,1,A
13.4615384615385,1,A
22.4137931034483,1,A
15.0684931506849,1,A
10.7142857142857,1,A
15.4929577464789,1,A
11.1111111111111,1,A
15.4929577464789,1,A
10.5263157894737,1,A
9.09090909090909,1,A
23.3644859813084,1,A
10.7142857142857,1,A
11.1111111111111,1,A
10.9090909090909,1,A
24.7524752475248,1,A
23.1481481481481,1,A
11.1111111111111,1,A
22.3214285714286,1,A
11.1111111111111,1,A
10.5263157894737,1,A
26.4957264957265,1,A
11.3207547169811,1,A
10.3448275862069,1,A
22.0338983050847,1,A
10.5263157894737,1,A
4.58715596330275,4,A
13.2075471698113,1,A
10.5263157894737,1,A
12.7272727272727,1,A
14.8648648648649,1,A
12.280701754386,1,A
14.8148148148148,1,A
10.7142857142857,1,A
10.1694915254237,1,A
24.0384615384615,1,A
16.8831168831169,1,A
15.0943396226415,1,A
28.9940828402367,1,A
11.3207547169811,1,A
10.5263157894737,1,A
9.83606557377049,1,A
10.3448275862069,1,A
20.3883495145631,1,A
19.811320754717,1,A
11.5384615384615,1,A
27.8846153846154,1,A
10.3448275862069,1,A
10.9090909090909,1,A
12.280701754386,1,A
33.5294117647059,1,A
10.3448275862069,1,A
10.5263157894737,1,A
11.1111111111111,1,A
28.8235294117647,1,A
24.0384615384615,1,A
14.6666666666667,1,A
17.5675675675676,1,A
14.5454545454545,1,A
13.2075471698113,1,A
14.2857142857143,1,A
18.8405797101449,1,A
26.8518518518519,1,A
10,1,A
10.3448275862069,1,A
21.8390804597701,1,A
-2,5,A
15.4929577464789,1,A
10.3448275862069,1,A
10.7142857142857,1,A
10.9090909090909,1,A
14.4736842105263,1,A
29.6969696969697,1,A
9.67741935483871,1,A
9.48275862068966,4,A
15.9420289855072,1,A
10.3448275862069,1,A
9.52380952380952,1,A
18.6915887850467,2,A
10.5263157894737,1,A
17.9775280898876,1,A
20.5298013245033,2,A
15.4929577464789,1,A
11.3207547169811,1,A
21.1111111111111,1,A
20.3883495145631,1,A
23.8095238095238,1,A
10.5263157894737,1,A
10.7142857142857,1,A
13.7931034482759,1,A
22.7272727272727,1,A
15.4929577464789,1,A
15.3846153846154,1,A
14.6666666666667,1,A
14.6666666666667,1,A
18.5714285714286,1,A
12.280701754386,1,A
12.0689655172414,1,A
10.7142857142857,1,A
24.2857142857143,1,A
10.5263157894737,1,A
21.5909090909091,1,A
23.3644859813084,1,A
23.5849056603774,1,A
15.9420289855072,1,A
23.1481481481481,1,A
21.8487394957983,1,A
12.962962962963,1,A
15.9420289855072,1,A
17.9775280898876,1,A
14.0350877192982,1,A
18,2,A
14.2857142857143,1,A
5.88235294117647,3,A
23.3644859813084,1,A
10.9090909090909,1,A
14.2857142857143,1,A
18.5185185185185,4,A
12.962962962963,1,A
19.4029850746269,1,A
13.4615384615385,1,A
20.2702702702703,1,A
10.1694915254237,1,A
10.7142857142857,1,A
34.5454545454545,1,A
10,1,A
15.0943396226415,1,A
10.9090909090909,1,A
14.4736842105263,1,A
10.3448275862069,1,A
7.21649484536082,3,A
24.2718446601942,1,A
18.8235294117647,1,A
12.280701754386,1,A
15.7142857142857,1,A
21.6494845360825,1,A
12.280701754386,1,A
19.1176470588235,1,A
23.8095238095238,1,A
15.4929577464789,1,A
25.3731343283582,1,A
10,1,A
18.1818181818182,1,A
25.2525252525252,1,A
24.2857142857143,1,A
17.5675675675676,1,A
23.0414746543779,1,A
15.4929577464789,1,A
21.2,4,A
15.6862745098039,1,A
15.4929577464789,1,A
23.8095238095238,1,A
10.5263157894737,1,A
19.4444444444444,1,A
13.5593220338983,1,A
22.8310502283105,1,A
14,1,A
15.9420289855072,1,A
18.5714285714286,1,A
20.1923076923077,1,A
20.6521739130435,1,A
12.0689655172414,1,A
15.0684931506849,1,A
12.0689655172414,1,A
10.3448275862069,1,A
9.52380952380952,1,A
15.9420289855072,1,A
12.962962962963,1,A
18.6046511627907,1,A
24.7524752475248,1,A
19.2660550458716,1,A
17.1052631578947,1,A
22.3214285714286,1,A
18.5714285714286,1,A
14.5454545454545,1,A
15.9420289855072,1,A
19.2771084337349,1,A
10.9090909090909,1,A
10.7142857142857,1,A
10.7142857142857,1,A
13.7254901960784,1,A
14.2857142857143,1,A
11.5384615384615,1,A
10.3448275862069,1,A
23.8095238095238,1,A
15.3846153846154,1,A
14.8648648648649,1,A
23.3644859813084,1,A
27.4074074074074,1,A
20.8333333333333,1,A
13.7254901960784,1,A
21.5909090909091,1,A
15.4929577464789,1,A
16.8831168831169,1,A
9.375,1,A
10.5263157894737,1,A
20.8791208791209,1,A
21.1382113821138,1,A
14.0350877192982,1,A
24.5192307692308,1,A
10.1694915254237,1,A
15.4929577464789,1,A
11.1111111111111,1,A
18.8405797101449,1,A
15.9420289855072,1,A
20.5882352941176,1,A
14.8648648648649,1,A
19.1176470588235,1,A
26.0536398467433,4,A
13.4615384615385,1,A
10.5263157894737,1,A
16.8316831683168,2,A
25.2873563218391,1,A
14.8148148148148,1,A
27.007299270073,1,A
25.1231527093596,1,A
10.9090909090909,1,A
20.5479452054794,1,A
23.8095238095238,1,A
12.280701754386,1,A
12.5,1,A
13.4615384615385,1,A
15.4929577464789,1,A
21,1,A
14.8648648648649,1,A
12.6984126984127,1,A
21.1267605633803,1,A
12.5,1,A
24.6376811594203,1,A
10.3448275862069,1,A
14.5454545454545,1,A
12.962962962963,1,A
22.3880597014925,1,A
24.0384615384615,1,A
24.4047619047619,1,A
10.7142857142857,1,A
28.8235294117647,1,A
9.23076923076923,1,A
5.88235294117647,4,A
17.8082191780822,1,A
13.4615384615385,1,A
18.3098591549296,1,A
10.9090909090909,1,A
24.0384615384615,1,A
23.1481481481481,1,A
11.1111111111111,1,A
12.0689655172414,1,A
1.75438596491228,4,A
16.1764705882353,1,A
15.0684931506849,1,A
11.1111111111111,1,A
9.67741935483871,1,A
18.3098591549296,1,A
9.67741935483871,1,A
12.2641509433962,2,A
17.2043010752688,1,A
11.1111111111111,1,A
11.6666666666667,1,A
1.06382978723404,4,A
6.94444444444444,1,A
19.047619047619,1,A
10.1694915254237,1,A
17.3076923076923,2,A
17.2043010752688,1,A
10.5263157894737,1,A
15.2777777777778,1,A
14.0350877192982,1,A
14.0350877192982,1,A
10.9090909090909,1,A
18.6046511627907,1,A
15.2777777777778,1,A
14.4736842105263,1,A
10.1694915254237,1,A
19.4805194805195,1,A
10.9090909090909,1,A
13.2075471698113,1,A
18.5714285714286,1,A
13.75,1,A
24.2718446601942,1,A
25.8883248730964,1,A
23.8095238095238,1,A
12.5,1,A
14.0350877192982,1,A
12.280701754386,1,A
15.1515151515152,2,A
18.75,1,A
15.2777777777778,1,A
15.4929577464789,1,A
14.5454545454545,1,A
11.1111111111111,1,A
10.5263157894737,1,A
13.7254901960784,1,A
10.5263157894737,1,A
10.1694915254237,1,A
11.1111111111111,1,A
15.3846153846154,1,A
11.1111111111111,1,A
12.0689655172414,1,A
-8.29015544041451,6,A
2.4390243902439,1,A
17.8082191780822,1,A
17.8082191780822,1,A
18.3098591549296,1,A
15.9420289855072,1,A
18.8405797101449,1,A
8.86075949367089,3,A
2.63157894736842,1,A
18.1818181818182,1,A
10.5263157894737,1,A
12.962962962963,1,A
24.1706161137441,1,A
21.8390804597701,1,A
12.280701754386,1,A
10.3448275862069,1,A
10.9090909090909,1,A
15.9420289855072,1,A
14.6666666666667,1,A
15.7142857142857,1,A
11.5702479338843,4,A
17.3333333333333,1,A
15.2777777777778,1,A
17.9775280898876,1,A
11.1111111111111,1,A
21.8390804597701,1,A
11.6666666666667,1,A
21.4285714285714,1,A
10.5263157894737,1,A
15.9420289855072,1,A
11.5384615384615,1,A
15.2777777777778,1,A
15.0684931506849,1,A
10.7142857142857,1,A
14.4736842105263,1,A
15.6862745098039,1,A
21.1267605633803,1,A
16.1764705882353,1,A
24.0384615384615,1,A
14.4736842105263,1,A
4.90196078431373,3,A
15.9420289855072,1,A
27.6119402985075,1,A
22.9357798165138,1,A
22.9299363057325,1,A
21.1111111111111,1,A
18.0555555555556,1,A
13.2075471698113,1,A
26.099706744868,4,A
9.83606557377049,1,A
14.2857142857143,1,A
20.3883495145631,1,A
16.4179104477612,1,A
15.0684931506849,1,A
10.1694915254237,1,A
14.5454545454545,2,A
10.7142857142857,1,A
17.7777777777778,1,A
11.1111111111111,1,A
12.7272727272727,1,A
20.8,1,A
16.1764705882353,1,A
10.5263157894737,1,A
18.3908045977011,1,A
10.5263157894737,1,A
13.2075471698113,1,A
23.3644859813084,1,A
18.8405797101449,1,A
25,1,A
22.0338983050847,1,A
16.4383561643836,1,A
9.375,1,A
11.5384615384615,1,A
14.8648648648649,1,A
10.7142857142857,1,A
11.7647058823529,1,A
4.03225806451613,4,A
14.8648648648649,1,A
5.68181818181818,3,A
23.1481481481481,1,A
11.3207547169811,1,A
11.1111111111111,1,A
18.3908045977011,1,A
11.1111111111111,1,A
17.9775280898876,1,A
14.2857142857143,1,A
15.9420289855072,1,A
15.0684931506849,1,A
23.5849056603774,1,A
12.962962962963,1,A
8.10810810810811,1,A
24.0384615384615,1,A
20,1,A
10.9090909090909,1,A
23.3644859813084,1,A
12.280701754386,1,A
11.5384615384615,1,A
10.9090909090909,1,A
12.7272727272727,1,A
24.5098039215686,1,A
20.3703703703704,1,A
15.7142857142857,1,A
18.1818181818182,1,A
17.3333333333333,1,A
25.4901960784314,3,A
15.0684931506849,1,A
15.2777777777778,1,A
22.093023255814,1,A
10.3448275862069,1,A
23.8095238095238,1,A
10.9090909090909,1,A
-1.96078431372549,5,A
11.1111111111111,1,A
15.2777777777778,1,A
13.7254901960784,1,A
21.5909090909091,1,A
15.7142857142857,1,A
17.5675675675676,1,A
15.0943396226415,1,A
14.4736842105263,1,A
10.1694915254237,1,A
10.9090909090909,1,A
21.6666666666667,1,A
10.7142857142857,1,A
24.7524752475248,1,A
10.1694915254237,1,A
10.3448275862069,1,A
17.5675675675676,1,A
20,1,A
10.7142857142857,1,A
12,1,A
10.1694915254237,1,A
22.4137931034483,1,A
10,1,A
14.1025641025641,1,A
13.3333333333333,1,A
22.093023255814,1,A
25,1,A
21.1267605633803,1,A
10.1694915254237,1,A
15.2777777777778,1,A
24.7524752475248,1,A
14.4736842105263,1,A
17.5675675675676,1,A
14.8648648648649,1,A
12.7272727272727,1,A
10.3448275862069,1,A
6.14035087719298,3,A
23.5849056603774,1,A
14.8648648648649,1,A
22.9357798165138,1,A
15.2777777777778,1,A
13.2075471698113,1,A
12.5,1,A
27.007299270073,1,A
21.5909090909091,1,A
15.4929577464789,1,A
17.5824175824176,1,A
14.6666666666667,1,A
18.3098591549296,1,A
11.1111111111111,1,A
11.1111111111111,1,A
21.4285714285714,1,A
10.1694915254237,1,A
10,1,A
11.7647058823529,1,A
18.1818181818182,1,A
17.5824175824176,1,A
24.2718446601942,1,A
11.3207547169811,1,A
11.7647058823529,1,A
23.6641221374046,1,A
28.4313725490196,1,A
16.8831168831169,1,A
1.65289256198347,4,A
10.3448275862069,1,A
17.9775280898876,1,A
15.9420289855072,1,A
11.1111111111111,1,A
12.280701754386,1,A
10.1694915254237,1,A
22.9357798165138,1,A
10.7142857142857,1,A
14.6666666666667,1,A
24.5098039215686,1,A
14.5454545454545,1,A
2.10526315789474,1,A
10.5263157894737,1,A
24.0384615384615,1,A
15.8878504672897,2,A
14.8648648648649,1,A
12.962962962963,1,A
16.8831168831169,1,A
9.52380952380952,1,A
2.58620689655172,4,A
17.9775280898876,1,A
10,1,A
10.1694915254237,1,A
27.7397260273973,1,A
15.0684931506849,1,A
23.5849056603774,1,A
11.3207547169811,1,A
11.1111111111111,1,A
21.4285714285714,1,A
16.1764705882353,1,A
11.3207547169811,1,A
14.4736842105263,1,A
16.1764705882353,1,A
21.3483146067416,1,A
11.5384615384615,1,A
11.5384615384615,1,A
20.5882352941176,1,A
21.1267605633803,1,A
14.8648648648649,1,A
14.2857142857143,1,A
4.03225806451613,4,A
19.047619047619,1,A
15.4929577464789,1,A
15.4929577464789,1,A
11.5384615384615,1,A
9.83606557377049,1,A
23.5849056603774,1,A
10.9090909090909,1,A
11.1111111111111,1,A
10,1,A
12.0689655172414,1,A
16.9491525423729,1,A
18.5714285714286,1,A
12.5,1,A
20.1923076923077,1,A
16.1764705882353,1,A
2.04081632653061,4,A
15.2777777777778,1,A
10.9090909090909,1,A
18.8235294117647,1,A
2.1505376344086,4,A
14.2857142857143,1,A
10.5263157894737,1,A
33.5570469798658,1,A
22.2222222222222,1,A
18.3098591549296,1,A
18.3098591549296,1,A
23.1481481481481,1,A
22.4137931034483,1,A
10.7142857142857,1,A
9.52380952380952,3,A
15.2777777777778,1,A
10.3448275862069,1,A
14.6666666666667,1,A
14.0350877192982,1,A
10.7142857142857,1,A
12.5,1,A
11.1111111111111,1,A
10.7142857142857,1,A
10,1,A
24.2718446601942,1,A
11.1111111111111,1,A
17.7777777777778,1,A
14.4736842105263,1,A
17.5824175824176,1,A
25.2525252525252,1,A
14.8148148148148,1,A
14.8648648648649,1,A
2,4,A
13.2075471698113,1,A
11.7647058823529,1,A
14.0350877192982,1,A
14.1025641025641,1,A
21.551724137931,1,A
11.5384615384615,1,A
23.5849056603774,1,A
10.9090909090909,1,A
23.4567901234568,1,A
11.1111111111111,1,A
19.3181818181818,3,A
13.1578947368421,2,A
10.9090909090909,1,A
11.5384615384615,1,A
2.38095238095238,4,A
14.6666666666667,1,A
10,1,A
9.375,1,A
20.2702702702703,1,A
11.5384615384615,1,A
19.6261682242991,1,A
11.3207547169811,1,A
15.4929577464789,1,A
15.6862745098039,1,A
16.0493827160494,1,A
10.5263157894737,1,A
17.7777777777778,1,A
21.1267605633803,1,A
17.9775280898876,1,A
10.7142857142857,1,A
-0.99009900990099,6,A
11.1111111111111,1,A
10.7142857142857,1,A
11.1111111111111,1,A
23.1481481481481,1,A
15.9420289855072,1,A
15.2777777777778,1,A
18.1818181818182,1,A
12.7272727272727,1,A
0,4,A
17.9775280898876,1,A
19.6261682242991,1,A
23.5849056603774,1,A
11.1111111111111,1,A
11.6666666666667,1,A
19.2771084337349,1,A
18.3098591549296,1,A
14.2857142857143,1,A
22.3214285714286,1,A
12.6984126984127,1,A
15.4929577464789,1,A
11.3207547169811,1,A
20.6349206349206,1,A
14.8648648648649,1,A
17.8082191780822,1,A
18.5714285714286,1,A
14.0350877192982,1,A
10.5263157894737,1,A
15.2777777777778,1,A
15.7142857142857,1,A
11.1111111111111,1,A
22.093023255814,1,A
14.6666666666667,1,A
10.7142857142857,1,A
11.7647058823529,1,A
22.0588235294118,1,A
10.3448275862069,1,A
15.2777777777778,1,A
14.8148148148148,1,A
9.52380952380952,1,A
17.7777777777778,1,A
14.2857142857143,1,A
24.0384615384615,1,A
20.1923076923077,1,A
14.2857142857143,1,A
17.5675675675676,1,A
9.83606557377049,1,A
26.8115942028986,1,A
15.6862745098039,1,A
14.0350877192982,1,A
13.6986301369863,2,A
14.6666666666667,1,A
12.280701754386,1,A
11.3207547169811,1,A
22.9357798165138,1,A
15.7142857142857,1,A
22.7941176470588,1,A
10.7142857142857,1,A
10.9090909090909,1,A
21.4285714285714,1,A
21.2121212121212,1,A
17.9775280898876,1,A
11.3207547169811,1,A
12.280701754386,1,A
10.3448275862069,1,A
17.8082191780822,1,A
18.8235294117647,1,A
18.8405797101449,1,A
10.3448275862069,1,A
25,1,A
12.7272727272727,1,A
15.0684931506849,1,A
15.4929577464789,1,A
13.1578947368421,2,A
24.5098039215686,1,A
15.4929577464789,1,A
23.134328358209,1,A
16.8421052631579,1,A
11.1111111111111,1,A
11.1111111111111,1,A
9.67741935483871,1,A
14.6666666666667,1,A
9.67741935483871,1,A
15.0684931506849,1,A
13.9240506329114,1,A
14.4736842105263,1,A
21.1111111111111,1,A
13.7254901960784,1,A
12.5,1,A
18.6046511627907,1,A
13.4615384615385,1,A
16.4179104477612,1,A
15.9420289855072,1,A
11.5384615384615,1,A
5.97014925373134,1,AAAA
5.88235294117647,1,AAAA
5.79710144927536,1,AAAA
3.7037037037037,3,AAAA
1.75438596491228,4,AAAA
5.71428571428571,1,AAAA
14.5631067961165,1,AAAA
3.52941176470588,3,AAAA
5.71428571428571,1,AAAA
7,3,AAAA
1.8018018018018,4,AAAA
1.78571428571429,4,AAAA
6.15384615384615,1,AAAA
5.79710144927536,1,AAAA
2.25563909774436,4,AAAA
0.934579439252336,4,AAAA
4.34782608695652,4,AAAA
1.6260162601626,4,AAAA
2.08333333333333,4,AAAA
13.2450331125828,1,AAAA
7.46268656716418,1,AAAA
12.0967741935484,1,AAAA
7.2463768115942,1,AAAA
4.95867768595041,3,AAAA
1.98019801980198,4,AAAA
5.04201680672269,4,AAAA
8.51063829787234,1,AAAA
7.14285714285714,1,AAAA
3.2967032967033,4,AAAA
7.52688172043011,3,AAAA
0.854700854700855,4,AAAA
0,1,AAAA
7.57575757575758,1,AAAA
5.49450549450549,3,AAAA
5.68181818181818,3,AAAA
6.06060606060606,1,AAAA
5.88235294117647,4,AAAA
0,4,AAAA
2.20588235294118,4,AAAA
6.89655172413793,2,AAAA
-2.85714285714286,5,AAAA
9.44881889763779,1,AAAA
0.952380952380952,4,AAAA
-1.08695652173913,5,AAAA
12.7659574468085,1,AAAA
3.26086956521739,3,AAAA
0.91743119266055,4,AAAA
3.77358490566038,3,AAAA
0.892857142857143,4,AAAA
7.8125,1,AAAA
-0.862068965517241,5,AAAA
1.76991150442478,4,AAAA
7.92079207920792,3,AAAA
3.92156862745098,3,AAAA
1.86915887850467,4,AAAA
-3.03030303030303,5,AAAA
0.934579439252336,4,AAAA
2.08333333333333,4,AAAA
7.2463768115942,1,AAAA
-3.40909090909091,5,AAAA
4.87804878048781,3,AAAA
-1.03092783505155,5,AAAA
8.24742268041237,1,AAAA
-5.15463917525773,5,AAAA
-0.934579439252336,5,AAAA
-2.97029702970297,5,AAAA
-0.99009900990099,4,AAAA
1.66666666666667,4,AAAA
1.78571428571429,4,AAAA
5.79710144927536,1,AAAA
-2.85714285714286,5,AAAA
8.42105263157895,1,AAAA
7.35294117647059,1,AAAA
0.91743119266055,4,AAAA
2.88461538461538,4,AAAA
1.66666666666667,3,AAAA
-1.0752688172043,5,AAAA
-3.03030303030303,5,AAAA
8.24742268041237,1,AAAA
3.84615384615385,3,AAAA
5.79710144927536,1,AAAA
0.892857142857143,4,AAAA
0.980392156862745,4,AAAA
2.75229357798165,4,AAAA
5.76923076923077,3,AAAA
1.76991150442478,4,AAAA
1.6,4,AAAA
4.25531914893617,3,AAAA
2.38095238095238,4,AAAA
7.35294117647059,1,AAAA
0.925925925925926,4,AAAA
3.33333333333333,4,AAAA
3.26086956521739,3,AAAA
0,4,AAAA
-5.26315789473684,5,AAAA
-3.06122448979592,5,AAAA
3.03030303030303,4,AAAA
1.01010101010101,4,AAAA
3.26086956521739,3,AAAA
0.925925925925926,4,AAAA
2.4390243902439,4,AAAA
2.06185567010309,4,AAAA
4.25531914893617,3,AAAA
1.5748031496063,4,AAAA
3.96039603960396,3,AAAA
0.925925925925926,4,AAAA
2.17391304347826,4,AAAA
-2.80373831775701,5,AAAA
8.42105263157895,1,AAAA
-2.28571428571429,7,AAAA
-2.94117647058823,5,AAAA
4.0650406504065,4,AAAA
0,4,AAAA
3.40909090909091,3,AAAA
2.10526315789474,4,AAAA
5.71428571428571,1,AAAA
8.51063829787234,1,AAAA
8.19672131147541,1,AAAA
6.06060606060606,1,AAAA
13.5135135135135,1,AAAA
0,4,AAAA
1.58730158730159,4,AAAA
-3.09278350515464,5,AAAA
4.13223140495868,4,AAAA
3.63636363636364,4,AAAA
1.66666666666667,4,AAAA
8.16326530612245,1,AAAA
-2.29885057471264,7,AAAA
-2.85714285714286,5,AAAA
6.06060606060606,1,AAAA
-1.32450331125828,6,AAAA
1.8018018018018,4,AAAA
13.3333333333333,1,AAAA
5.71428571428571,3,AAAA
5.79710144927536,1,AAAA
0.840336134453782,4,AAAA
-3.19148936170213,5,AAAA
0.91743119266055,4,AAAA
5.71428571428571,1,AAAA
3.33333333333333,3,AAAA
6.06060606060606,1,AAAA
9.44881889763779,1,AAAA
3.80952380952381,3,AAAA
-3,5,AAAA
1.65289256198347,4,AAAA
2.45901639344262,4,AAAA
15.3256704980843,1,AAAA
10.3896103896104,1,AAAA
15.3846153846154,1,AAAA
6.06060606060606,1,AAAA
-3.06122448979592,5,AAAA
0,4,AAAA
1.65289256198347,4,AAAA
8.51063829787234,1,AAAA
8.41121495327103,3,AAAA
